Date,New Cases,Total Cases,New Deaths,Total Deaths
2020-05-23,721,235256,62,27616
2020-05-24,747,236003,64,27680
2020-05-25,291,236294,59,27739
2020-05-26,235,236529,51,27790
2020-05-27,521,237050,56,27846
2020-05-28,688,237738,42,27888
2020-05-29,577,238315,35,27923
2020-05-30,635,238950,34,27957
2020-05-31,686,239636,37,27994
2020-06-01,323,239959,39,28033
2020-06-02,170,240129,32,28065
2020-06-03,334,240463,24,28089
2020-06-04,455,240918,34,28123
2020-06-05,571,241489,24,28147
2020-06-06,483,241972,33,28180
2020-06-07,627,242599,16,28196
2020-06-08,240,242839,21,28217
2020-06-09,137,242976,13,28230
2020-06-10,334,243310,18,28248
2020-06-11,411,243721,11,28259
2020-06-12,435,244156,25,28284
2020-06-13,348,244504,15,28299
2020-06-14,451,244955,9,28308
2020-06-15,108,245063,10,28318
2020-06-16,83,245146,9,28327
2020-06-17,278,245424,9,28336
2020-06-18,358,245782,6,28342
2020-06-19,335,246117,6,28348
2020-06-20,380,246497,3,28351
2020-06-21,334,246831,3,28354
2020-06-22,222,247053,3,28357
2020-06-23,163,247216,5,28362
2020-06-24,240,247456,0,28362
2020-06-25,442,247898,4,28366
2020-06-26,333,248231,1,28367
2020-06-27,352,248583,5,28372
2020-06-28,457,249040,4,28376
2020-06-29,238,249278,1,28377
2020-06-30,185,249463,7,28384
2020-07-01,258,249721,6,28390
2020-07-02,441,250162,3,28393
2020-07-03,413,250575,4,28397
2020-07-04,471,251046,0,28397
2020-07-05,572,251618,1,28398
2020-07-06,255,251873,3,28401
2020-07-07,187,252060,0,28401
2020-07-08,310,252370,2,28403
2020-07-09,698,253068,2,28405
2020-07-10,703,253771,2,28407
2020-07-11,829,254600,2,28409
2020-07-12,1098,255698,3,28412
2020-07-13,604,256302,1,28413
2020-07-14,354,256656,1,28414
2020-07-15,807,257463,2,28416
2020-07-16,1116,258579,1,28417
2020-07-17,1389,259968,5,28422
2020-07-18,1487,261455,0,28422
2020-07-19,1948,263403,2,28424
2020-07-20,1404,264807,2,28426
2020-07-21,1147,265954,2,28428
2020-07-22,1540,267494,2,28430
2020-07-23,2197,269691,1,28431
2020-07-24,2274,271965,1,28432
2020-07-25,2235,274200,0,28432
2020-07-26,2657,276857,2,28434
2020-07-27,1539,278396,2,28436
2020-07-28,1309,279705,0,28436
2020-07-29,905,280610,0,28436
2020-07-30,2031,282641,5,28441
2020-07-31,2789,285430,2,28443
2020-08-01,3092,288522,2,28445
2020-08-02,0,288522,0,28445
2020-08-03,0,288522,0,28445
2020-08-04,8532,297054,27,28472
