Date,New Cases,Total Cases,New Deaths,Total Deaths
2020-04-03,1109,10114,22,127
2020-04-04,1618,11732,25,152
2020-04-05,1206,12938,62,214
2020-04-06,966,13904,17,231
2020-04-07,1902,15806,62,293
2020-04-08,1243,17049,52,345
2020-04-09,1384,18433,56,401
2020-04-10,1326,19759,60,461
2020-04-11,1467,21226,70,531
2020-04-12,1318,22544,69,600
2020-04-13,1158,23702,74,674
2020-04-14,1084,24786,60,734
2020-04-15,1360,26146,89,823
2020-04-16,1394,27540,131,954
2020-04-17,1344,28884,94,1048
2020-04-18,1775,30659,202,1250
2020-04-19,1741,32400,96,1346
2020-04-20,1509,33909,160,1506
2020-04-21,1474,35383,105,1611
2020-04-22,1991,37374,117,1728
2020-04-23,1549,38923,143,1871
2020-04-24,1890,40813,157,2028
2020-04-25,1926,42739,169,2197
2020-04-26,1614,44353,153,2350
2020-04-27,1425,45778,139,2489
2020-04-28,1538,47316,128,2617
2020-04-29,1698,49014,149,2766
2020-04-30,1349,50363,138,2904
2020-05-01,1693,52056,178,3082
2020-05-02,1601,53657,141,3223
2020-05-03,1915,55572,223,3446
2020-05-04,3793,59365,235,3681
2020-05-05,479,59844,85,3766
2020-05-06,1315,61159,149,3915
2020-05-07,1299,62458,196,4111
2020-05-08,1437,63895,169,4280
2020-05-09,1504,65399,191,4471
2020-05-10,1381,66780,157,4628
2020-05-11,1216,67996,100,4728
2020-05-12,1160,69156,178,4906
2020-05-13,1186,70342,143,5049
2020-05-14,1144,71486,160,5209
2020-05-15,1050,72536,128,5337
2020-05-16,1293,73829,162,5499
2020-05-17,1164,74993,96,5595
2020-05-18,1211,76204,107,5702
2020-05-19,1102,77306,103,5805
2020-05-20,1193,78499,52,5857
2020-05-21,1003,79502,98,5955
2020-05-22,1053,80555,107,6062
2020-05-23,1210,81765,118,6180
2020-05-24,1127,82892,97,6277
2020-05-25,1189,84081,103,6380
2020-05-26,1022,85103,73,6453
2020-05-27,895,85998,113,6566
2020-05-28,941,86939,105,6671
2020-05-29,963,87902,128,6799
2020-05-30,954,88856,119,6918
2020-05-31,885,89741,78,6996
2020-06-01,775,90516,96,7092
2020-06-02,835,91351,213,7305
2020-06-03,800,92151,39,7344
2020-06-04,597,92748,70,7414
2020-06-05,693,93441,129,7543
2020-06-06,629,94070,109,7652
2020-06-07,265,94335,51,7703
2020-06-08,722,95057,70,7773
2020-06-09,642,95699,27,7800
2020-06-10,545,96244,35,7835
2020-06-11,409,96653,62,7897
2020-06-12,472,97125,63,7960
2020-06-13,405,97530,34,7994
2020-06-14,413,97943,55,8049
2020-06-15,467,98410,58,8107
2020-06-16,377,98787,39,8146
2020-06-17,360,99147,29,8175
2020-06-18,320,99467,38,8213
2020-06-19,386,99853,41,8254
2020-06-20,367,100220,46,8300
2020-06-21,409,100629,46,8346
2020-06-22,390,101019,64,8410
2020-06-23,318,101337,20,8430
2020-06-24,300,101637,6,8436
2020-06-25,326,101963,18,8454
2020-06-26,279,102242,30,8484
2020-06-27,380,102622,20,8504
2020-06-28,172,102794,4,8508
2020-06-29,238,103032,8,8516
2020-06-30,218,103250,6,8522
2020-07-01,668,103918,44,8566
2020-07-02,286,104204,25,8591
2020-07-03,0,104204,0,8591
2020-07-04,568,104772,51,8642
2020-07-05,319,105091,21,8663
2020-07-06,226,105317,11,8674
2020-07-07,219,105536,10,8684
2020-07-08,399,105935,9,8693
2020-07-09,232,106167,18,8711
2020-07-10,267,106434,26,8737
2020-07-11,371,106805,12,8749
2020-07-12,321,107126,10,8759
2020-07-13,221,107347,14,8773
2020-07-14,243,107590,10,8783
2020-07-15,565,108155,7,8790
2020-07-16,331,108486,8,8798
2020-07-17,343,108829,12,8810
2020-07-18,435,109264,17,8827
2020-07-19,405,109669,12,8839
2020-07-20,330,109999,9,8848
2020-07-21,339,110338,4,8852
2020-07-22,786,111124,6,8858
2020-07-23,573,111697,4,8862
2020-07-24,543,112240,8,8870
2020-07-25,432,112672,4,8874
2020-07-26,534,113206,7,8881
2020-07-27,350,113556,4,8885
2020-07-28,355,113911,5,8890
2020-07-29,686,114597,11,8901
2020-07-30,397,114994,11,8912
2020-07-31,476,115470,5,8917
2020-08-01,329,115799,12,8929
2020-08-02,513,116312,6,8935
2020-08-03,287,116599,6,8941
2020-08-04,285,116884,4,8945
2020-08-05,147,117031,2,8947
